 0.00000000e+00  1.26000000e+01  0.00000000e+00  2.21052629e+00 
 2.00000000e-08  1.26000000e+01  2.00000000e-08  2.21052629e+00 
 4.00000000e-08  1.26000000e+01  4.00000000e-08  2.21052629e+00 
 8.00000000e-08  1.26000000e+01  8.00000000e-08  2.21052629e+00 
 1.60000000e-07  1.26000000e+01  1.60000000e-07  2.21052629e+00 
 3.20000000e-07  1.26000000e+01  3.20000000e-07  2.21052629e+00 
 6.40000000e-07  1.26000000e+01  6.40000000e-07  2.21052629e+00 
 1.28000000e-06  1.26000000e+01  1.28000000e-06  2.21052629e+00 
 2.56000000e-06  1.26000000e+01  2.56000000e-06  2.21052629e+00 
 4.56000000e-06  1.26000000e+01  4.56000000e-06  2.21052629e+00 
 6.56000000e-06  1.26000000e+01  6.56000000e-06  2.21052629e+00 
 8.56000000e-06  1.26000000e+01  8.56000000e-06  2.21052629e+00 
 1.05600000e-05  1.26000000e+01  1.05600000e-05  2.21052629e+00 
 1.25600000e-05  1.26000000e+01  1.25600000e-05  2.21052629e+00 
 1.45600000e-05  1.26000000e+01  1.45600000e-05  2.21052629e+00 
 1.65600000e-05  1.26000000e+01  1.65600000e-05  2.21052629e+00 
 1.85600000e-05  1.26000000e+01  1.85600000e-05  2.21052629e+00 
 2.05600000e-05  1.26000000e+01  2.05600000e-05  2.21052629e+00 
 2.25600000e-05  1.26000000e+01  2.25600000e-05  2.21052629e+00 
 2.45600000e-05  1.26000000e+01  2.45600000e-05  2.21052629e+00 
 2.65600000e-05  1.26000000e+01  2.65600000e-05  2.21052629e+00 
 2.85600000e-05  1.26000000e+01  2.85600000e-05  2.21052629e+00 
 3.05600000e-05  1.26000000e+01  3.05600000e-05  2.21052629e+00 
 3.25600000e-05  1.26000000e+01  3.25600000e-05  2.21052629e+00 
 3.45600000e-05  1.26000000e+01  3.45600000e-05  2.21052629e+00 
 3.65600000e-05  1.26000000e+01  3.65600000e-05  2.21052629e+00 
 3.85600000e-05  1.26000000e+01  3.85600000e-05  2.21052629e+00 
 4.05600000e-05  1.26000000e+01  4.05600000e-05  2.21052629e+00 
 4.25600000e-05  1.26000000e+01  4.25600000e-05  2.21052629e+00 
 4.45600000e-05  1.26000000e+01  4.45600000e-05  2.21052629e+00 
 4.65600000e-05  1.26000000e+01  4.65600000e-05  2.21052629e+00 
 4.85600000e-05  1.26000000e+01  4.85600000e-05  2.21052629e+00 
 5.05600000e-05  1.26000000e+01  5.05600000e-05  2.21052629e+00 
 5.25600000e-05  1.26000000e+01  5.25600000e-05  2.21052629e+00 
 5.45600000e-05  1.26000000e+01  5.45600000e-05  2.21052629e+00 
 5.65600000e-05  1.26000000e+01  5.65600000e-05  2.21052629e+00 
 5.85600000e-05  1.26000000e+01  5.85600000e-05  2.21052629e+00 
 6.05600000e-05  1.26000000e+01  6.05600000e-05  2.21052629e+00 
 6.25600000e-05  1.26000000e+01  6.25600000e-05  2.21052629e+00 
 6.45600000e-05  1.26000000e+01  6.45600000e-05  2.21052629e+00 
 6.65600000e-05  1.26000000e+01  6.65600000e-05  2.21052629e+00 
 6.85600000e-05  1.26000000e+01  6.85600000e-05  2.21052629e+00 
 7.05600000e-05  1.26000000e+01  7.05600000e-05  2.21052629e+00 
 7.25600000e-05  1.26000000e+01  7.25600000e-05  2.21052629e+00 
 7.45600000e-05  1.26000000e+01  7.45600000e-05  2.21052629e+00 
 7.65600000e-05  1.26000000e+01  7.65600000e-05  2.21052629e+00 
 7.85600000e-05  1.26000000e+01  7.85600000e-05  2.21052629e+00 
 8.05600000e-05  1.26000000e+01  8.05600000e-05  2.21052629e+00 
 8.25600000e-05  1.26000000e+01  8.25600000e-05  2.21052629e+00 
 8.45600000e-05  1.26000000e+01  8.45600000e-05  2.21052629e+00 
 8.65600000e-05  1.26000000e+01  8.65600000e-05  2.21052629e+00 
 8.85600000e-05  1.26000000e+01  8.85600000e-05  2.21052629e+00 
 9.05600000e-05  1.26000000e+01  9.05600000e-05  2.21052629e+00 
 9.25600000e-05  1.26000000e+01  9.25600000e-05  2.21052629e+00 
 9.45600000e-05  1.26000000e+01  9.45600000e-05  2.21052629e+00 
 9.65600000e-05  1.26000000e+01  9.65600000e-05  2.21052629e+00 
 9.85600000e-05  1.26000000e+01  9.85600000e-05  2.21052629e+00 
 1.00560000e-04  1.26000000e+01  1.00560000e-04  2.21052629e+00 
 1.02560000e-04  1.26000000e+01  1.02560000e-04  2.21052629e+00 
